epoch,train_loss,eval_loss,train_l1_metric,eval_l1_metric,train_scaled_l1_metric,eval_scaled_l1_metric
1000,0.00293560279533,0.00326520157978,0.00293560279533,0.00326520157978,0.173272043467,0.158513054252
2000,0.00365554331802,0.00305475457571,0.00365554331802,0.00305475457571,0.189847648144,0.190922379494
3000,0.00355626270175,0.00387092167512,0.00355626270175,0.00387092167512,0.186651617289,0.166123092175
4000,0.00351013685577,0.00356238312088,0.00351013685577,0.00356238312088,0.136554926634,0.153277143836
5000,0.00332401669584,0.00290141883306,0.00332401669584,0.00290141883306,0.16444657743,0.19094607234
6000,0.00230984995142,0.00364212016575,0.00230984995142,0.00364212016575,0.15779773891,0.158439993858
7000,0.00266116205603,0.00445554684848,0.00266116205603,0.00445554684848,0.170715123415,0.251164734364
8000,0.00316820014268,0.00381825887598,0.00316820014268,0.00381825887598,0.212853431702,0.173018753529
9000,0.00378256500699,0.00289727048948,0.00378256500699,0.00289727048948,0.171646118164,0.156439781189
10000,0.00274371542037,0.00258783390746,0.00274371542037,0.00258783390746,0.168060705066,0.150233089924
11000,0.00240739015862,0.00378249376081,0.00240739015862,0.00378249376081,0.139353781939,0.194647401571
12000,0.00374843669124,0.0032022614032,0.00374843669124,0.0032022614032,0.175525128841,0.152738898993
13000,0.00313760479912,0.00297341844998,0.00313760479912,0.00297341844998,0.127429544926,0.180672049522
14000,0.0027459890116,0.00381786515936,0.0027459890116,0.00381786515936,0.180114746094,0.156067013741
15000,0.0040066014044,0.00352109665982,0.0040066014044,0.00352109665982,0.27627825737,0.144912004471
16000,0.00495945150033,0.00287151243538,0.00495945150033,0.00287151243538,0.212253004313,0.177764251828
17000,0.003422498703,0.00362757523544,0.003422498703,0.00362757523544,0.214690506458,0.147976562381
18000,0.00227226805873,0.00477998331189,0.00227226805873,0.00477998331189,0.169854551554,0.241747558117
19000,0.00368952495046,0.0034570551943,0.00368952495046,0.0034570551943,0.241392269731,0.167138397694
20000,0.00255951820873,0.00289326650091,0.00255951820873,0.00289326650091,0.153115928173,0.154250383377
21000,0.00394168403,0.00255891261622,0.00394168403,0.00255891261622,0.161772012711,0.147838950157
22000,0.00350764812902,0.00376842776313,0.00350764812902,0.00376842776313,0.163408190012,0.195747643709
23000,0.00215981365182,0.00318977423012,0.00215981365182,0.00318977423012,0.143010497093,0.153119176626
24000,0.00284788454883,0.00295938830823,0.00284788454883,0.00295938830823,0.129926845431,0.183812201023
25000,0.00333020999096,0.00381120317616,0.00333020999096,0.00381120317616,0.203678205609,0.160690665245
26000,0.00262235058472,0.00350946979597,0.00262235058472,0.00350946979597,0.250949501991,0.147207289934
27000,0.00311142764986,0.00285728741437,0.00311142764986,0.00285728741437,0.157196670771,0.184817880392
28000,0.00339030497707,0.00361605500802,0.00339030497707,0.00361605500802,0.192081466317,0.156984686852
29000,0.00250045163557,0.00476634968072,0.00250045163557,0.00476634968072,0.178588613868,0.250180065632
30000,0.00370961939916,0.00345022883266,0.00370961939916,0.00345022883266,0.194916605949,0.174047008157
31000,0.00388530548662,0.00287433201447,0.00388530548662,0.00287433201447,0.150646835566,0.160236477852
32000,0.00189505890012,0.00255532492884,0.00189505890012,0.00255532492884,0.189979225397,0.153512045741
33000,0.00413465779275,0.00377169903368,0.00413465779275,0.00377169903368,0.169674471021,0.204897403717
34000,0.00287779071368,0.00318559422158,0.00287779071368,0.00318559422158,0.182144105434,0.157411187887
35000,0.00364449387416,0.00295301550068,0.00364449387416,0.00295301550068,0.148607030511,0.189023390412
36000,0.00295315752737,0.00380012718961,0.00295315752737,0.00380012718961,0.147508561611,0.165543213487
37000,0.00442883465439,0.00350408395752,0.00442883465439,0.00350408395752,0.255697786808,0.149604141712
38000,0.00368441501632,0.00285175861791,0.00368441501632,0.00285175861791,0.225668847561,0.189308106899
39000,0.00464916741475,0.00361475581303,0.00464916741475,0.00361475581303,0.26411268115,0.160617768764
40000,0.00305771827698,0.00476437341422,0.00305771827698,0.00476437341422,0.184348255396,0.254012644291
41000,0.00325690163299,0.00354847335257,0.00325690163299,0.00354847335257,0.199871882796,0.176646441221
42000,0.00302155362442,0.00277101248503,0.00302155362442,0.00277101248503,0.299981534481,0.161922484636
43000,0.00432839198038,0.00255645764992,0.00432839198038,0.00255645764992,0.191039204597,0.155004531145
44000,0.00180762959644,0.00377305434085,0.00180762959644,0.00377305434085,0.141748487949,0.207532465458
45000,0.00353875174187,0.00318244262598,0.00353875174187,0.00318244262598,0.238804161549,0.158382862806
46000,0.00355092226528,0.00295790098608,0.00355092226528,0.00295790098608,0.200241804123,0.190816700459
47000,0.00358206848614,0.00378920766525,0.00358206848614,0.00378920766525,0.193966805935,0.165887534618
48000,0.00430354103446,0.00352005800232,0.00430354103446,0.00352005800232,0.234221085906,0.15059684217
49000,0.00286158616655,0.00283237430267,0.00286158616655,0.00283237430267,0.161907196045,0.189438149333
50000,0.0021806997247,0.00361434882507,0.0021806997247,0.00361434882507,0.159877330065,0.161297768354
51000,0.00381244951859,0.00476244883612,0.00381244951859,0.00476244883612,0.179549023509,0.254819095135
52000,0.00337872910313,0.00354521768168,0.00337872910313,0.00354521768168,0.260082572699,0.177631139755
53000,0.00297302519903,0.00276873609982,0.00297302519903,0.00276873609982,0.224936246872,0.16204226017
54000,0.00300141237676,0.00255494052544,0.00300141237676,0.00255494052544,0.146965458989,0.155435785651
55000,0.00416586408392,0.003765006084,0.00416586408392,0.003765006084,0.28512263298,0.207845419645
56000,0.00402893871069,0.0031787850894,0.00402893871069,0.0031787850894,0.188394024968,0.159083932638
57000,0.00239958195016,0.00296305865049,0.00239958195016,0.00296305865049,0.163037002087,0.19084623456
58000,0.00227823993191,0.00379296438769,0.00227823993191,0.00379296438769,0.1621979177,0.15969440341
59000,0.00301682529971,0.00351524353027,0.00301682529971,0.00351524353027,0.132543295622,0.151239022613
60000,0.00346068013459,0.00282905763015,0.00346068013459,0.00282905763015,0.199430644512,0.189931660891
61000,0.00361106335185,0.00360917858779,0.00361106335185,0.00360917858779,0.212193638086,0.162765294313
62000,0.00296645518392,0.00476026395336,0.00296645518392,0.00476026395336,0.248175263405,0.256057202816
63000,0.00430765282363,0.00354553875513,0.00430765282363,0.00354553875513,0.243324011564,0.178103804588
64000,0.00409484049305,0.00276043615304,0.00409484049305,0.00276043615304,0.197016835213,0.163320809603
65000,0.0037329569459,0.00255473540165,0.0037329569459,0.00255473540165,0.162925571203,0.156302839518
66000,0.0038214630913,0.00376236531883,0.0038214630913,0.00376236531883,0.19426882267,0.208566874266
67000,0.00354315713048,0.00330256135203,0.00354315713048,0.00330256135203,0.175405532122,0.159874245524
68000,0.00308568496257,0.00282671535388,0.00308568496257,0.00282671535388,0.183157131076,0.191602692008
69000,0.00236321077682,0.00378569215536,0.00236321077682,0.00378569215536,0.13688737154,0.160280436277
70000,0.00314328144304,0.0035095680505,0.00314328144304,0.0035095680505,0.183300748467,0.151452124119
71000,0.00327584054321,0.00282579893246,0.00327584054321,0.00282579893246,0.209508001804,0.189995348454
72000,0.00396476360038,0.0036137951538,0.00396476360038,0.0036137951538,0.196420222521,0.163171246648
73000,0.00400984473526,0.00474926270545,0.00400984473526,0.00474926270545,0.199178740382,0.254444599152
74000,0.00282354280353,0.00354082230479,0.00282354280353,0.00354082230479,0.189724221826,0.17783176899
75000,0.00322925951332,0.00275751156732,0.00322925951332,0.00275751156732,0.183770045638,0.162093296647
76000,0.00432923529297,0.00255258753896,0.00432923529297,0.00255258753896,0.219258591533,0.155457049608
77000,0.00217196508311,0.00375967053697,0.00217196508311,0.00375967053697,0.175619870424,0.207218036056
78000,0.00235727382824,0.00329771288671,0.00235727382824,0.00329771288671,0.162924304605,0.158334434032
79000,0.00230224872939,0.00296477484517,0.00230224872939,0.00296477484517,0.221553325653,0.18946018815
80000,0.00248685153201,0.00386309460737,0.00248685153201,0.00386309460737,0.183397054672,0.157993227243
81000,0.00313254678622,0.00329628586769,0.00313254678622,0.00329628586769,0.17711597681,0.149671643972
82000,0.00324486754835,0.00282366829924,0.00324486754835,0.00282366829924,0.142936557531,0.188153669238
83000,0.00357181509025,0.00362038938329,0.00357181509025,0.00362038938329,0.236348435283,0.159789919853
84000,0.00277250469662,0.004741135519,0.00277250469662,0.004741135519,0.188385009766,0.250655859709
85000,0.00269238930196,0.00353621784598,0.00269238930196,0.00353621784598,0.19348731637,0.17527115345
86000,0.00369196664542,0.00275591271929,0.00369196664542,0.00275591271929,0.191185057163,0.158346027136
87000,0.00286095077172,0.00255278404802,0.00286095077172,0.00255278404802,0.181538701057,0.153210431337
88000,0.00451476592571,0.0037575031165,0.00451476592571,0.0037575031165,0.30704203248,0.202646374702
89000,0.00327617465518,0.00330026447773,0.00327617465518,0.00330026447773,0.160786792636,0.178868845105
90000,0.00203295610845,0.00295691587962,0.00203295610845,0.00295691587962,0.192632123828,0.185479670763
91000,0.00305738113821,0.00385968503542,0.00305738113821,0.00385968503542,0.180900111794,0.155103325844
92000,0.00264745904133,0.00329269049689,0.00264745904133,0.00329269049689,0.19698882103,0.147592842579
93000,0.00394281651825,0.00282282289118,0.00394281651825,0.00282282289118,0.181031703949,0.18496966362
94000,0.00259354687296,0.00361998891458,0.00259354687296,0.00361998891458,0.159541457891,0.157066702843
95000,0.00299536040984,0.00473752804101,0.00299536040984,0.00473752804101,0.184532985091,0.246934056282
96000,0.00296497321688,0.00353799620643,0.00296497321688,0.00353799620643,0.1610673666,0.172717675567
97000,0.00259789661504,0.00276116095483,0.00259789661504,0.00276116095483,0.159940004349,0.157029896975
98000,0.00521336542442,0.00254975515418,0.00521336542442,0.00254975515418,0.244563311338,0.17997905612
99000,0.00320166349411,0.00375374034047,0.00320166349411,0.00375374034047,0.209145337343,0.200467437506
100000,0.00292073423043,0.00330467591994,0.00292073423043,0.00330467591994,0.154888421297,0.177472725511
