epoch,train_loss,eval_loss,train_l1_metric,eval_l1_metric,train_scaled_l1_metric,eval_scaled_l1_metric
1000.0,0.00731992581859,0.0166154485196,0.00690462719649,0.00737552624196,120.47568512,264.247772217
2000.0,0.00548458890989,0.011792473495,0.00520508084446,0.0056207482703,81.083732605,176.502593994
3000.0,0.00402835896239,0.00817282311618,0.00383027060889,0.00385264935903,57.4650230408,123.550804138
4000.0,0.00417573237792,0.00751867517829,0.00402204226702,0.00411961553618,44.5859603882,97.2093505859
5000.0,0.0037583578378,0.00673657516018,0.00363073754124,0.00391683308408,37.0235137939,80.6419754028
6000.0,0.00286886049435,0.00523339863867,0.00276023498736,0.00289033236913,31.5125789642,67.0091552734
7000.0,0.00275232619606,0.00486090779305,0.00265745306388,0.00280860811472,27.5231513977,58.6938323975
8000.0,0.00301790842786,0.00512231653556,0.00293449102901,0.00328259915113,24.2003707886,52.6149253845
9000.0,0.00295774545521,0.0049015446566,0.0028823595494,0.00323756062426,21.8705883026,47.5893058777
10000.0,0.00277867983095,0.00465214438736,0.00270993728191,0.00313570909202,19.9432430267,43.3696632385
11000.0,0.00274860672653,0.00454878248274,0.00268562650308,0.00315524451435,18.2719402313,39.8550949097
12000.0,0.00263433507644,0.00436635734513,0.00257650204003,0.00308447540738,16.7785644531,36.6619262695
13000.0,0.00252869678661,0.00418038060889,0.0024752561003,0.00299505773,15.5045347214,33.900478363
14000.0,0.00248170481063,0.00408754730597,0.00243174168281,0.0029780769255,14.4955816269,31.7312583923
15000.0,0.00244738790207,0.00399226369336,0.00240032793954,0.00294590834528,13.6535902023,29.9262866974
16000.0,0.00240504159592,0.00390040292405,0.00236053555273,0.00291004194878,12.9126625061,28.3249282837
17000.0,0.00239295721985,0.0038365253713,0.00235062534921,0.00289394077845,12.2818746567,26.9586315155
18000.0,0.00238049612381,0.0037482753396,0.00234018242918,0.00285029038787,11.6964406967,25.6831264496
19000.0,0.00227477937005,0.00360329495743,0.00223621912301,0.00274551752955,11.1877298355,24.5331993103
20000.0,0.00227286480367,0.00354203488678,0.00223591458052,0.00271990057081,10.7206802368,23.5138568878
21000.0,0.00227547693066,0.00347387488,0.00223996373825,0.00268369284458,10.3037796021,22.6000537872
22000.0,0.00208021374419,0.00309828156605,0.0020456854254,0.00233558914624,10.0178995132,21.8135681152
23000.0,0.00220145471394,0.00330757163465,0.00216862279922,0.00257687596604,9.5260219574,20.8987789154
24000.0,0.00205208081752,0.00296236504801,0.00202026031911,0.00225964025594,9.23235607147,20.0985469818
25000.0,0.00223031570204,0.00331870676018,0.00219987635501,0.00263862148859,8.83191490173,19.4514884949
26000.0,0.00219576037489,0.00324605545029,0.00216654292308,0.00259361043572,8.47750377655,18.6610050201
27000.0,0.00200036354363,0.00287261721678,0.00197180360556,0.00223970925435,8.28658008575,18.1019477844
28000.0,0.00219072122127,0.00280093285255,0.00216312962584,0.00219645258039,8.00598716736,17.2889270782
29000.0,0.00197870796546,0.00274768890813,0.00195197714493,0.00215671351179,7.75604867935,16.9026699066
30000.0,0.00215452676639,0.0027336536441,0.00212862645276,0.00216512405314,7.51526880264,16.2607975006
31000.0,0.00194826850202,0.00271157012321,0.00192321965005,0.00215597287752,7.26803684235,15.8909502029
32000.0,0.00212118099444,0.00308467564173,0.00209702528082,0.0025432552211,7.0090918541,15.4859142303
33000.0,0.00206807535142,0.00295567023568,0.00204470334575,0.00243275333196,6.78176164627,14.9566392899
34000.0,0.00216062925756,0.00265847938135,0.00213751965202,0.00215094326995,6.7057723999,14.5165023804
35000.0,0.00191190070473,0.0025882285554,0.00188963860273,0.00209433631971,6.45960760117,14.1262559891
36000.0,0.00204589031637,0.00291201774962,0.00202420726418,0.00242634979077,6.29180955887,13.8914060593
37000.0,0.00188473181333,0.00253413198516,0.00186351127923,0.00206337263808,6.15749120712,13.4646806717
38000.0,0.00187940639444,0.00254746666178,0.00185875827447,0.00208826037124,5.9914431572,13.1343259811
39000.0,0.00187571672723,0.00251166312955,0.00185558700468,0.00206431839615,5.84104967117,12.7950839996
40000.0,0.00199401029386,0.00277384812944,0.00197437172756,0.00233425758779,5.69865942001,12.5735969543
41000.0,0.00185547233559,0.00246847141534,0.00183624599595,0.00204139831476,5.57894945145,12.215338707
42000.0,0.00199678493664,0.00282246642746,0.00197799201123,0.00240115472116,5.45339679718,12.0509338379
43000.0,0.00203156005591,0.00281496695243,0.00201323954388,0.00240362295881,5.31639575958,11.765879631
44000.0,0.00191137834918,0.00265545910224,0.00189334002789,0.00225201994181,5.23444128036,11.5396776199
45000.0,0.00183242582716,0.0024306755513,0.00181474117562,0.00203738734126,5.13181066513,11.2491693497
46000.0,0.00182577886153,0.00238767755218,0.00180841458496,0.00200230022892,5.03887605667,11.022892952
47000.0,0.00199054321274,0.00246653077193,0.00197339290753,0.00208910391666,4.97696352005,10.7956171036
48000.0,0.00200589047745,0.00246205180883,0.00198903027922,0.00209111091681,4.89280605316,10.6101388931
49000.0,0.00181274034549,0.00237413588911,0.00179621495772,0.00200710445642,4.7954750061,10.4982509613
50000.0,0.00181101006456,0.0023601918947,0.00179479410872,0.00199968670495,4.70569324493,10.3116064072
51000.0,0.00180675252341,0.00235789315775,0.00179077719804,0.00200271815993,4.63590717316,10.1591835022
52000.0,0.00179840181954,0.00231888191774,0.00178263906855,0.00196919916198,4.57423686981,10.0020780563
53000.0,0.00195523328148,0.00239767017774,0.00193964480422,0.00205480447039,4.52384567261,9.80721282959
54000.0,0.00184459181037,0.0023038238287,0.00182922754902,0.00196477607824,4.4587059021,9.69795036316
55000.0,0.00189286260866,0.00232818932272,0.00187772139907,0.00199476256967,4.39407062531,9.5372209549
56000.0,0.00188478070777,0.00231518177316,0.00186981074512,0.0019853648264,4.34435939789,9.43398475647
57000.0,0.00190490658861,0.00256886775605,0.00189028761815,0.00224172999151,4.24254751205,9.35762786865
58000.0,0.00178185617551,0.00230059004389,0.00176739064045,0.00197892356664,4.19796848297,9.20088863373
59000.0,0.00177245750092,0.00224902783521,0.00175812258385,0.0019311979413,4.16000080109,9.09113025665
60000.0,0.00181721895933,0.00236631976441,0.00180312804878,0.00205224356614,4.08929347992,8.98390483856
61000.0,0.00177050568163,0.00221808021888,0.0017565471353,0.00190915225539,4.05086421967,8.83653640747
