Vd,Vg,Id,
3.2,-0.2,0.03104,-1.63E-009
3.2,-0.1,0.03669,-1.21E-009
3.2,0,0.04234,-1.31E-009
3.3,-1.8,0.000000111,-0.000000124
3.3,-1.7,9.85E-008,-0.000000105
3.3,-1.6,0.000000088,-9.35E-008
3.3,-1.5,7.92E-008,-8.32E-008
3.3,-1.4,7.12E-008,-7.36E-008
3.3,-1.3,0.00000007,-6.55E-008
3.3,-1.2,0.000000187,-5.77E-008
3.3,-1.1,0.00000247,-5.07E-008
3.3,-1,0.0000348,-4.75E-008
3.3,-0.9,0.0003609,-5.15E-008
3.3,-0.8,0.001698,-5.68E-008
3.3,-0.7,0.004725,-5.46E-008
3.3,-0.6,0.009171,-4.19E-008
3.3,-0.5,0.01443,-2.55E-008
3.3,-0.4,0.01999,-1.25E-008
3.3,-0.3,0.02557,-5.05E-009
3.3,-0.2,0.03112,-2.2E-009
3.3,-0.1,0.03676,-1.39E-009
3.3,0,0.04237,-1.68E-009
3.4,-1.8,0.000000119,-0.000000133
3.4,-1.7,0.000000106,-0.000000114
3.4,-1.6,9.47E-008,-0.0000001
3.4,-1.5,8.48E-008,-8.87E-008
3.4,-1.4,7.64E-008,-7.87E-008
3.4,-1.3,7.66E-008,-6.98E-008
3.4,-1.2,0.000000209,-6.13E-008
3.4,-1.1,0.00000273,-0.000000054
3.4,-1,0.0000396,-5.08E-008
3.4,-0.9,0.0003658,-5.59E-008
3.4,-0.8,0.001812,-6.55E-008
3.4,-0.7,0.004875,-6.25E-008
3.4,-0.6,0.009326,-4.73E-008
3.4,-0.5,0.0146,-2.89E-008
3.4,-0.4,0.02012,-1.41E-008
3.4,-0.3,0.02567,-5.76E-009
3.4,-0.2,0.03124,-2.1E-009
3.4,-0.1,0.03684,-1.61E-009
3.4,0,0.04242,-0.000000002
3.5,-1.8,0.000000128,-0.000000141
3.5,-1.7,0.000000113,-0.00000012
3.5,-1.6,0.000000103,-0.000000108
3.5,-1.5,9.08E-008,-9.59E-008
3.5,-1.4,0.000000083,-8.49E-008
3.5,-1.3,8.43E-008,-7.48E-008
3.5,-1.2,0.000000228,-0.000000066
3.5,-1.1,0.00000352,-5.85E-008
3.5,-1,0.0000486,-5.61E-008
3.5,-0.9,0.0004154,-6.33E-008
3.5,-0.8,0.001886,-7.29E-008
3.5,-0.7,0.005017,-7.05E-008
3.5,-0.6,0.009505,-5.49E-008
3.5,-0.5,0.01474,-3.25E-008
3.5,-0.4,0.02023,-1.54E-008
3.5,-0.3,0.0258,-6.53E-009
3.5,-0.2,0.03133,-2.52E-009
3.5,-0.1,0.03691,-1.68E-009
3.5,0,0.04246,-2.3E-009
3.6,-1.8,0.000000137,-0.00000015
3.6,-1.7,0.000000121,-0.000000129
3.6,-1.6,0.000000109,-0.000000115
3.6,-1.5,9.75E-008,-0.000000101
3.6,-1.4,8.84E-008,-9.01E-008
3.6,-1.3,0.00000009,-8.13E-008
3.6,-1.2,0.000000278,-7.12E-008
3.6,-1.1,0.00000417,-6.28E-008
3.6,-1,0.000056,-6.25E-008
3.6,-0.9,0.0004451,-7.21E-008
3.6,-0.8,0.002019,-0.000000084
3.6,-0.7,0.005173,-8.09E-008
3.6,-0.6,0.009661,-0.000000061
3.6,-0.5,0.01491,-3.66E-008
3.6,-0.4,0.02038,-1.75E-008
3.6,-0.3,0.02585,-9.21E-009
3.6,-0.2,0.03139,-3.08E-009
3.6,-0.1,0.03699,-0.000000002
3.6,0,0.0425,-0.000000003
3.7,-1.8,0.000000147,-0.00000016
3.7,-1.7,0.00000013,-0.000000137
3.7,-1.6,0.000000117,-0.000000123
3.7,-1.5,0.000000104,-0.00000011
3.7,-1.4,9.52E-008,-9.64E-008
3.7,-1.3,9.87E-008,-8.57E-008
3.7,-1.2,0.000000298,-7.54E-008
3.7,-1.1,0.0000105,-6.72E-008
3.7,-1,0.0000541,-6.85E-008
3.7,-0.9,0.0004967,-8.38E-008
3.7,-0.8,0.002097,-9.77E-008
3.7,-0.7,0.005309,-9.27E-008
3.7,-0.6,0.009823,-6.93E-008
3.7,-0.5,0.01503,-4.15E-008
3.7,-0.4,0.02051,-1.95E-008
3.7,-0.3,0.026,-8.32E-009
3.7,-0.2,0.03149,-3.22E-009
3.7,-0.1,0.037,-2.5E-009
3.7,0,0.04253,-3.6E-009
3.8,-1.8,0.000000159,-0.000000171
3.8,-1.7,0.00000014,-0.000000148
3.8,-1.6,0.000000125,-0.00000013
3.8,-1.5,0.000000112,-0.000000116
3.8,-1.4,0.000000102,-0.000000104
3.8,-1.3,0.000000108,-9.19E-008
3.8,-1.2,0.00000045,-8.04E-008
3.8,-1.1,0.00000481,-7.26E-008
3.8,-1,0.0000643,-7.43E-008
3.8,-0.9,0.0005224,-9.11E-008
3.8,-0.8,0.002186,-0.000000118
3.8,-0.7,0.005467,-0.000000108
3.8,-0.6,0.009964,-7.85E-008
3.8,-0.5,0.01517,-4.52E-008
3.8,-0.4,0.02062,-2.13E-008
3.8,-0.3,0.02611,-9.07E-009
3.8,-0.2,0.03158,-3.35E-009
3.8,-0.1,0.03712,-2.78E-009
3.8,0,0.04256,-4.15E-009
3.9,-1.8,0.000000169,-0.000000182
3.9,-1.7,0.000000149,-0.000000157
3.9,-1.6,0.000000134,-0.00000014
3.9,-1.5,0.000000122,-0.000000124
3.9,-1.4,0.000000112,-0.000000112
3.9,-1.3,0.000000117,-9.78E-008
3.9,-1.2,0.000000434,-8.66E-008
3.9,-1.1,0.00000562,-7.94E-008
3.9,-1,0.000071,-8.29E-008
3.9,-0.9,0.0005829,-0.000000105
3.9,-0.8,0.002331,-0.000000127
3.9,-0.7,0.005612,-0.000000121
3.9,-0.6,0.01012,-8.82E-008
3.9,-0.5,0.01528,-5.08E-008
3.9,-0.4,0.02069,-2.84E-008
3.9,-0.3,0.02617,-1.03E-008
3.9,-0.2,0.03165,-0.000000004
3.9,-0.1,0.03716,-3.22E-009
3.9,0,0.04259,-0.000000005
4,-1.8,0.000000182,-0.000000195
4,-1.7,0.00000016,-0.000000168
4,-1.6,0.000000143,-0.000000149
4,-1.5,0.000000128,-0.000000132
4,-1.4,0.000000118,-0.000000117
4,-1.3,0.000000131,-0.000000104
4,-1.2,0.000000434,-9.17E-008
4,-1.1,0.0000152,-8.44E-008
4,-1,0.0000812,-0.000000095
4,-0.9,0.0006304,-0.000000126
4,-0.8,0.002406,-0.00000015
4,-0.7,0.005737,-0.000000139
4,-0.6,0.01025,-9.89E-008
4,-0.5,0.01542,-5.65E-008
4,-0.4,0.02083,-2.67E-008
4,-0.3,0.02629,-1.13E-008
4,-0.2,0.03174,-4.45E-009
4,-0.1,0.03721,-3.79E-009
4,0,0.0426,-6.3E-009
4.1,-1.8,0.000000197,-0.000000208
4.1,-1.7,0.000000173,-0.000000181
4.1,-1.6,0.000000154,-0.000000159
4.1,-1.5,0.000000138,-0.000000141
4.1,-1.4,0.000000128,-0.000000125
4.1,-1.3,0.000000141,-0.000000112
4.1,-1.2,0.000000485,-9.86E-008
4.1,-1.1,0.00000781,-9.17E-008
4.1,-1,0.000092,-0.0000001
4.1,-0.9,0.0006594,-0.000000137
4.1,-0.8,0.002497,-0.00000017
4.1,-0.7,0.005883,-0.000000159
4.1,-0.6,0.01051,-0.000000119
4.1,-0.5,0.01554,-6.24E-008
4.1,-0.4,0.02093,-0.000000029
4.1,-0.3,0.02637,-1.14E-008
4.1,-0.2,0.03179,-4.88E-009
4.1,-0.1,0.03726,-4.63E-009
4.1,0,0.04262,-7.6E-009
4.2,-1.8,0.000000207,-0.000000222
4.2,-1.7,0.000000183,-0.000000191
4.2,-1.6,0.000000164,-0.000000169
4.2,-1.5,0.000000148,-0.000000151
4.2,-1.4,0.000000137,-0.000000133
4.2,-1.3,0.000000156,-0.000000119
4.2,-1.2,0.00000059,-0.000000108
4.2,-1.1,0.00000833,-0.000000103
4.2,-1,0.0001071,-0.000000119
4.2,-0.9,0.0007101,-0.000000162
4.2,-0.8,0.002621,-0.000000201
4.2,-0.7,0.006038,-0.000000185
4.2,-0.6,0.01055,-0.000000127
4.2,-0.5,0.01566,-7.05E-008
4.2,-0.4,0.02105,-3.22E-008
4.2,-0.3,0.02646,-1.29E-008
4.2,-0.2,0.03188,-5.64E-009
4.2,-0.1,0.0373,-0.000000005
4.2,0,0.04263,-9.29E-009
4.3,-1.8,0.000000224,-0.00000024
4.3,-1.7,0.000000198,-0.000000206
4.3,-1.6,0.000000176,-0.000000182
4.3,-1.5,0.000000159,-0.000000161
4.3,-1.4,0.000000149,-0.000000143
4.3,-1.3,0.000000176,-0.000000127
4.3,-1.2,0.000000703,-0.000000113
4.3,-1.1,0.0000095,-0.000000109
4.3,-1,0.0001115,-0.000000128
4.3,-0.9,0.0007466,-0.000000183
4.3,-0.8,0.002717,-0.000000233
4.3,-0.7,0.006201,-0.000000219
4.3,-0.6,0.01068,-0.000000144
4.3,-0.5,0.0158,-7.65E-008
4.3,-0.4,0.02114,-3.51E-008
4.3,-0.3,0.02655,-1.42E-008
4.3,-0.2,0.03192,-6.35E-009
4.3,-0.1,0.03736,-5.85E-009
4.3,0,0.04263,-9.67E-009
4.4,-1.8,0.000000238,-0.000000253
4.4,-1.7,0.00000021,-0.000000217
4.4,-1.6,0.000000187,-0.000000192
4.4,-1.5,0.000000169,-0.000000171
4.4,-1.4,0.000000166,-0.000000152
4.4,-1.3,0.000000202,-0.000000138
4.4,-1.2,0.000000792,-0.000000122
4.4,-1.1,0.000012,-0.00000012
4.4,-1,0.0001242,-0.00000015
4.4,-0.9,0.0008015,-0.000000218
4.4,-0.8,0.002832,-0.000000277
4.4,-0.7,0.006334,-0.000000241
4.4,-0.6,0.01083,-0.00000016
4.4,-0.5,0.01591,-8.48E-008
4.4,-0.4,0.02125,-3.85E-008
4.4,-0.3,0.02662,-1.57E-008
4.4,-0.2,0.03193,-9.75E-009
4.4,-0.1,0.03738,-7.72E-009
4.4,0,0.04265,-0.000000011
4.5,-1.8,0.000000256,-0.000000272
4.5,-1.7,0.000000226,-0.000000232
4.5,-1.6,0.000000201,-0.000000206
4.5,-1.5,0.000000182,-0.000000183
4.5,-1.4,0.000000174,-0.000000163
4.5,-1.3,0.000000218,-0.000000144
4.5,-1.2,0.00000089,-0.000000129
4.5,-1.1,0.0000119,-0.000000129
4.5,-1,0.0001312,-0.000000162
4.5,-0.9,0.0008531,-0.000000251
4.5,-0.8,0.002931,-0.000000343
4.5,-0.7,0.006463,-0.000000282
4.5,-0.6,0.01094,-0.000000177
4.5,-0.5,0.01601,-9.26E-008
4.5,-0.4,0.02135,-4.19E-008
4.5,-0.3,0.0267,-1.66E-008
4.5,-0.2,0.03206,-8.4E-009
4.5,-0.1,0.03741,-8.62E-009
4.5,0,0.04265,-1.32E-008
4.6,-1.8,0.000000272,-0.000000287
4.6,-1.7,0.00000024,-0.000000246
4.6,-1.6,0.000000214,-0.000000218
4.6,-1.5,0.000000196,-0.000000195
4.6,-1.4,0.000000193,-0.000000175
4.6,-1.3,0.000000255,-0.000000155
4.6,-1.2,0.00000108,-0.000000138
4.6,-1.1,0.0000142,-0.000000143
4.6,-1,0.0001412,-0.000000192
4.6,-0.9,0.0009156,-0.000000304
4.6,-0.8,0.003063,-0.000000383
4.6,-0.7,0.00661,-0.000000322
4.6,-0.6,0.01109,-0.0000002
4.6,-0.5,0.01615,-0.000000103
4.6,-0.4,0.02145,-4.61E-008
4.6,-0.3,0.02679,-1.91E-008
4.6,-0.2,0.03211,-8.83E-009
4.6,-0.1,0.03745,-9.13E-009
4.6,0,0.04267,-1.48E-008
4.7,-1.8,0.000000291,-0.000000309
4.7,-1.7,0.000000255,-0.000000263
4.7,-1.6,0.000000229,-0.000000233
4.7,-1.5,0.000000208,-0.000000206
4.7,-1.4,0.000000205,-0.000000183
4.7,-1.3,0.000000275,-0.000000163
4.7,-1.2,0.00000111,-0.000000147
4.7,-1.1,0.0000142,-0.00000015
4.7,-1,0.0001575,-0.000000211
4.7,-0.9,0.0009951,-0.000000358
4.7,-0.8,0.003171,-0.000000468
4.7,-0.7,0.006741,-0.000000369
4.7,-0.6,0.01122,-0.000000222
4.7,-0.5,0.01625,-0.000000112
4.7,-0.4,0.02154,-5.01E-008
4.7,-0.3,0.02686,-2.09E-008
4.7,-0.2,0.03216,-1.06E-008
4.7,-0.1,0.03748,-1.09E-008
4.7,0,0.04266,-1.76E-008
4.8,-1.8,0.000000311,-0.000000329
4.8,-1.7,0.000000274,-0.00000028
4.8,-1.6,0.000000244,-0.000000247
4.8,-1.5,0.000000228,-0.000000223
4.8,-1.4,0.000000225,-0.000000196
4.8,-1.3,0.000000319,-0.000000175
4.8,-1.2,0.00000138,-0.000000159
4.8,-1.1,0.0000185,-0.00000017
4.8,-1,0.000175,-0.000000249
4.8,-0.9,0.0010697,-0.00000043
4.8,-0.8,0.003303,-0.000000516
4.8,-0.7,0.006872,-0.000000419
4.8,-0.6,0.01136,-0.000000249
4.8,-0.5,0.01634,-0.000000124
4.8,-0.4,0.02162,-0.000000055
4.8,-0.3,0.02693,-2.27E-008
4.8,-0.2,0.03221,-1.16E-008
4.8,-0.1,0.03752,-1.22E-008
4.8,0,0.04266,-2.03E-008
4.9,-1.8,0.00000033,-0.00000035
4.9,-1.7,0.000000292,-0.000000298
4.9,-1.6,0.000000261,-0.000000263
4.9,-1.5,0.000000239,-0.000000233
4.9,-1.4,0.00000024,-0.000000206
4.9,-1.3,0.00000034,-0.000000184
4.9,-1.2,0.00000153,-0.000000173
4.9,-1.1,0.0000186,-0.00000019
4.9,-1,0.0001902,-0.000000303
4.9,-0.9,0.0011208,-0.000000521
4.9,-0.8,0.003419,-0.000000622
4.9,-0.7,0.007014,-0.000000483
4.9,-0.6,0.01148,-0.000000278
4.9,-0.5,0.01645,-0.000000138
4.9,-0.4,0.02171,-6.04E-008
4.9,-0.3,0.02699,-2.52E-008
4.9,-0.2,0.03228,-1.27E-008
4.9,-0.1,0.03753,-1.41E-008
4.9,0,0.04265,-2.39E-008
5,-1.8,0.000000355,-0.000000375
5,-1.7,0.000000312,-0.000000317
5,-1.6,0.00000028,-0.00000028
5,-1.5,0.000000258,-0.000000247
5,-1.4,0.000000263,-0.00000022
5,-1.3,0.000000386,-0.000000196
5,-1.2,0.00000184,-0.000000181
5,-1.1,0.0000218,-0.000000204
5,-1,0.0002167,-0.000000338
5,-0.9,0.001176,-0.000000604
5,-0.8,0.003521,-0.000000722
5,-0.7,0.007158,-0.000000572
5,-0.6,0.01161,-0.000000309
5,-0.5,0.01656,-0.000000149
5,-0.4,0.02178,-6.47E-008
5,-0.3,0.02707,-2.76E-008
5,-0.2,0.03233,-1.46E-008
5,-0.1,0.03757,-1.65E-008
5,0,0.04265,-0.000000027
5.1,-1.8,0.000000375,-0.000000395
5.1,-1.7,0.000000329,-0.000000335
5.1,-1.6,0.000000295,-0.000000295
5.1,-1.5,0.000000273,-0.000000262
5.1,-1.4,0.000000285,-0.000000233
5.1,-1.3,0.00000047,-0.000000208
5.1,-1.2,0.00000204,-0.000000197
5.1,-1.1,0.0000253,-0.000000235
5.1,-1,0.0002511,-0.000000394
5.1,-0.9,0.001259,-0.000000743
5.1,-0.8,0.00365,-0.000000863
5.1,-0.7,0.007294,-0.00000063
5.1,-0.6,0.01173,-0.000000344
5.1,-0.5,0.01668,-0.000000163
5.1,-0.4,0.02188,-7.11E-008
5.1,-0.3,0.02713,-3.03E-008
5.1,-0.2,0.03237,-1.65E-008
5.1,-0.1,0.03759,-1.94E-008
5.1,0,0.04265,-3.12E-008
5.2,-1.8,0.000000399,-0.000000422
5.2,-1.7,0.000000352,-0.000000356
5.2,-1.6,0.000000316,-0.000000313
5.2,-1.5,0.000000295,-0.000000278
5.2,-1.4,0.000000314,-0.000000248
5.2,-1.3,0.000000494,-0.00000022
5.2,-1.2,0.00000237,-0.000000209
5.2,-1.1,0.0000272,-0.000000256
5.2,-1,0.0002594,-0.000000472
5.2,-0.9,0.00132,-0.000000871
5.2,-0.8,0.003764,-0.00000107
5.2,-0.7,0.007411,-0.000000725
5.2,-0.6,0.01183,-0.000000378
5.2,-0.5,0.01677,-0.000000176
5.2,-0.4,0.02195,-7.63E-008
5.2,-0.3,0.02719,-3.33E-008
5.2,-0.2,0.03242,-1.91E-008
5.2,-0.1,0.0376,-2.19E-008
5.2,0,0.04263,-3.58E-008
5.3,-1.8,0.000000424,-0.000000449
5.3,-1.7,0.000000373,-0.000000378
5.3,-1.6,0.000000336,-0.000000334
5.3,-1.5,0.000000329,-0.0000003
5.3,-1.4,0.000000354,-0.000000265
5.3,-1.3,0.000000574,-0.000000237
5.3,-1.2,0.00000293,-0.000000228
5.3,-1.1,0.0000332,-0.000000303
5.3,-1,0.0002848,-0.000000572
5.3,-0.9,0.001404,-0.00000107
5.3,-0.8,0.003912,-0.00000116
5.3,-0.7,0.007544,-0.000000814
5.3,-0.6,0.01196,-0.000000421
5.3,-0.5,0.01687,-0.000000192
5.3,-0.4,0.02204,-8.35E-008
5.3,-0.3,0.02724,-3.68E-008
5.3,-0.2,0.03245,-0.000000022
5.3,-0.1,0.03762,-2.57E-008
5.3,0,0.04263,-4.18E-008
5.4,-1.8,0.000000453,-0.000000477
5.4,-1.7,0.000000397,-0.0000004
5.4,-1.6,0.00000036,-0.000000353
5.4,-1.5,0.000000343,-0.000000314
5.4,-1.4,0.000000376,-0.000000278
5.4,-1.3,0.000000638,-0.00000025
5.4,-1.2,0.00000303,-0.000000243
5.4,-1.1,0.0000345,-0.000000322
5.4,-1,0.0004563,-0.000000821
5.4,-0.9,0.0015,-0.00000132
5.4,-0.8,0.004015,-0.0000014
5.4,-0.7,0.007664,-0.00000092
5.4,-0.6,0.01206,-0.000000459
5.4,-0.5,0.01695,-0.000000207
5.4,-0.4,0.02211,-9.01E-008
5.4,-0.3,0.02731,-3.98E-008
5.4,-0.2,0.03249,-2.48E-008
5.4,-0.1,0.03766,-2.97E-008
5.4,0,0.04263,-4.72E-008
5.5,-1.8,0.000000479,-0.000000506
5.5,-1.7,0.000000422,-0.000000424
5.5,-1.6,0.000000388,-0.000000377
5.5,-1.5,0.000000374,-0.000000335
5.5,-1.4,0.000000428,-0.000000297
5.5,-1.3,0.000000768,-0.000000267
5.5,-1.2,0.00000381,-0.000000268
5.5,-1.1,0.0000384,-0.000000371
5.5,-1,0.0003349,-0.000000826
5.5,-0.9,0.001579,-0.00000149
5.5,-0.8,0.004136,-0.00000159
5.5,-0.7,0.007788,-0.00000105
5.5,-0.6,0.01218,-0.00000051
5.5,-0.5,0.01706,-0.000000226
5.5,-0.4,0.02219,-9.81E-008
5.5,-0.3,0.02736,-4.42E-008
5.5,-0.2,0.03254,-2.78E-008
5.5,-0.1,0.03768,-3.44E-008
5.5,0,0.04261,-5.49E-008
5.6,-1.8,0.000000511,-0.000000538
5.6,-1.7,0.00000045,-0.000000451
5.6,-1.6,0.000000406,-0.000000395
5.6,-1.5,0.000000394,-0.000000352
5.6,-1.4,0.000000456,-0.000000312
5.6,-1.3,0.000000828,-0.000000283
5.6,-1.2,0.00000401,-0.000000284
5.6,-1.1,0.0000461,-0.000000526
5.6,-1,0.0003685,-0.00000103
5.6,-0.9,0.001664,-0.00000187
5.6,-0.8,0.004263,-0.00000188
5.6,-0.7,0.007916,-0.00000117
5.6,-0.6,0.01229,-0.000000556
5.6,-0.5,0.01714,-0.000000244
5.6,-0.4,0.02226,-0.000000105
5.6,-0.3,0.02741,-4.91E-008
5.6,-0.2,0.03258,-0.000000032
5.6,-0.1,0.03768,-3.95E-008
5.6,0,0.04259,-6.23E-008
5.7,-1.8,0.000000541,-0.000000571
5.7,-1.7,0.000000484,-0.000000478
5.7,-1.6,0.00000044,-0.000000423
5.7,-1.5,0.000000424,-0.000000371
5.7,-1.4,0.000000524,-0.000000334
5.7,-1.3,0.000001,-0.000000302
5.7,-1.2,0.00000505,-0.000000313
5.7,-1.1,0.0000494,-0.000000491
5.7,-1,0.0004539,-0.00000119
5.7,-0.9,0.001747,-0.00000213
5.7,-0.8,0.004383,-0.00000216
5.7,-0.7,0.008039,-0.00000133
5.7,-0.6,0.01241,-0.000000613
5.7,-0.5,0.01724,-0.000000266
5.7,-0.4,0.02232,-0.000000113
5.7,-0.3,0.02747,-5.32E-008
5.7,-0.2,0.03263,-3.61E-008
5.7,-0.1,0.0377,-0.000000046
5.7,0,0.04259,-7.21E-008
5.8,-1.8,0.000000577,-0.000000609
5.8,-1.7,0.000000506,-0.000000505
5.8,-1.6,0.000000465,-0.000000446
5.8,-1.5,0.000000463,-0.000000396
5.8,-1.4,0.000000564,-0.000000353
5.8,-1.3,0.00000107,-0.000000321
5.8,-1.2,0.0000109,-0.000000337
5.8,-1.1,0.0000588,-0.000000606
5.8,-1,0.000454,-0.00000154
5.8,-0.9,0.001845,-0.00000263
5.8,-0.8,0.004498,-0.00000251
5.8,-0.7,0.008163,-0.00000148
5.8,-0.6,0.01251,-0.000000673
5.8,-0.5,0.01731,-0.000000286
5.8,-0.4,0.02239,-0.000000132
5.8,-0.3,0.02754,-5.87E-008
5.8,-0.2,0.03267,-4.11E-008
5.8,-0.1,0.03773,-5.31E-008
5.8,0,0.04258,-8.21E-008
5.9,-1.8,0.000000618,-0.000000647
5.9,-1.7,0.000000542,-0.000000535
5.9,-1.6,0.0000005,-0.000000471
5.9,-1.5,0.000000507,-0.000000417
5.9,-1.4,0.000000648,-0.000000374
5.9,-1.3,0.00000123,-0.000000341
5.9,-1.2,0.00000596,-0.000000363
5.9,-1.1,0.0000685,-0.000000664
5.9,-1,0.0004906,-0.00000171
5.9,-0.9,0.001921,-0.00000304
5.9,-0.8,0.004616,-0.00000288
5.9,-0.7,0.00828,-0.00000166
5.9,-0.6,0.01261,-0.000000746
5.9,-0.5,0.0174,-0.000000307
5.9,-0.4,0.02246,-0.000000134
5.9,-0.3,0.02759,-6.44E-008
5.9,-0.2,0.03269,-4.76E-008
5.9,-0.1,0.03774,-6.16E-008
5.9,0,0.04256,-9.49E-008
6,-1.8,0.000000648,-0.000000684
6,-1.7,0.000000573,-0.000000567
6,-1.6,0.000000534,-0.000000501
6,-1.5,0.000000544,-0.000000444
6,-1.4,0.0000007,-0.000000397
6,-1.3,0.00000139,-0.000000364
6,-1.2,0.00000714,-0.000000407
6,-1.1,0.0000763,-0.000000824
6,-1,0.000538,-0.00000217
6,-0.9,0.002021,-0.00000366
6,-0.8,0.00474,-0.00000332
6,-0.7,0.008406,-0.00000186
6,-0.6,0.01272,-0.000000815
6,-0.5,0.01749,-0.000000344
6,-0.4,0.02254,-0.000000145
6,-0.3,0.02764,-0.000000071
6,-0.2,0.03273,-0.000000054
6,-0.1,0.03775,-7.15E-008
6,0,0.04255,-0.000000112
